spec_index,tb,vm_298K,C_number,H_number,S_number,N_number,O_number,mw,aromatic_ring_number,naphthenic_ring_number,thiophene_ring_number,total_ring_number,cetane_number_Beta,cetane_number,tm,gasoline_piona_type
1,231.062,86.9961,3,8,0,0,0,44.09562,0,0,0,0,0.5212,31.72,70.93626651,1
2,261.293,103.338,4,10,0,0,0,58.1222,0,0,0,0,7.3717,25,77.47734158,2
3,331.114,131.893,6,14,0,0,0,86.17536,0,0,0,0,7.3717,12,105.9037649,2
4,353.989,144.433,7,16,0,0,0,100.20194,0,0,0,0,7.3717,14,158.3110953,2
5,328.733,128.01,6,12,0,0,0,84.15948,0,0,0,0,0.3597,23.8,111.4263919,3
6,266.201,93.4626,4,8,0,0,0,56.10632,0,0,0,0,0.3597,20,84.18135448,3
7,225.595,80.5527,3,6,0,0,0,42.07974,0,0,0,0,0.3597,20,77.94527085,3
8,351.018,138.465,7,14,0,0,0,98.18606,0,0,0,0,0.3597,47,162.1672124,3
9,322.389,93.5719,5,10,0,0,0,70.1329,0,1,0,1,0.0727,18.5,133.4634804,4
10,353.851,107.528,6,12,0,0,0,84.15948,0,1,0,1,0.0727,18.5,159.6394957,4
11,353.219,88.3962,6,6,0,0,0,78.11184,1,0,0,1,3.1967,10.7,186.0891497,5
12,347.7671633,90.8,4,10,1,0,0,90.1872,0,0,0,0,3.1967,11.7,165.4561254,0
13,378.0036488,92.2,4,8,1,0,0,88.17132,0,1,0,1,3.1967,22.6,186.3128625,0
14,382.8535854,77.4,4,4,1,0,0,84.13956,1,0,1,1,3.1967,22.6,201.5536119,0
15,375.8314572,68.9,4,5,0,1,0,67.0892,0,1,0,1,3.1967,22.6,263.8425971,0
16,381.4908878,82,5,5,0,1,0,79.0999,1,0,0,1,3.1967,22.6,234.6691166,0
17,272.623,99.6069,4,10,0,0,0,58.1222,0,0,0,0,0.5212,31.72,95.00923824,1
18,309.207,114.433,5,12,0,0,0,72.14878,0,0,0,0,0.5212,31.72,115.6194827,1
19,341.861,129.883,6,14,0,0,0,86.17536,0,0,0,0,0.5212,39.97,133.6390466,1
20,371.515,145.741,7,16,0,0,0,100.20194,0,0,0,0,0.5212,54.61,149.6470942,1
21,398.794,161.751,8,18,0,0,0,114.22852,0,0,0,0,0.5212,61.56,164.0479561,1
22,423.789,177.819,9,20,0,0,0,128.2551,0,0,0,0,0.5212,85.4,177.1351094,1
23,447.267,194.017,10,22,0,0,0,142.28168,0,0,0,0,0.5212,80.91,189.128329,1
24,469.051,210.173,11,24,0,0,0,156.30826,0,0,0,0,0.5212,84.74,200.1964712,1
25,489.449,226.474,12,26,0,0,0,170.33484,0,0,0,0,0.5212,83.15,210.4720819,1
26,300.996,115.624,5,12,0,0,0,72.14878,0,0,0,0,7.3717,25,100.5598151,2
27,333.39,128.922,6,14,0,0,0,86.17536,0,0,0,0,7.3717,29.5,120.4401121,2
28,363.103,145.021,7,16,0,0,0,100.20194,0,0,0,0,7.3717,33.4,137.8994158,2
29,390.784,162.82,8,18,0,0,0,114.22852,0,0,0,0,7.3717,41.9,153.4638791,2
30,416.096,178.573,9,20,0,0,0,128.2551,0,0,0,0,7.3717,42,167.504821,2
31,440.1,194.818,10,22,0,0,0,142.28168,0,0,0,0,7.3717,47.3,180.2940878,2
32,462.315,210.066,11,24,0,0,0,156.30826,0,0,0,0,7.3717,48,192.0366885,2
33,484.427,227.437,12,26,0,0,0,170.33484,0,0,0,0,7.3717,50,202.891056,2
34,504.9328394,245.4,13,28,0,0,0,184.36142,0,0,0,0,7.3717,50.2,212.9821673,2
35,362.971,143.436,7,16,0,0,0,100.20194,0,0,0,0,7.3717,14,125.1041251,2
36,388.734,163.711,8,18,0,0,0,114.22852,0,0,0,0,7.3717,15.5,142.0369961,2
37,413.499,179.705,9,20,0,0,0,128.2551,0,0,0,0,7.3717,35,157.181818,2
38,432.189,198.398,10,22,0,0,0,142.28168,0,0,0,0,7.3717,40,170.8804054,2
39,448.943,210.822,11,24,0,0,0,156.30826,0,0,0,0,7.3717,45,183.385053,2
40,468.085,227.234,12,26,0,0,0,170.33484,0,0,0,0,7.3717,50,194.8873003,2
41,496.0411543,245.1,13,28,0,0,0,184.36142,0,0,0,0,7.3717,54,205.5359981,2
42,386.592,158.122,8,18,0,0,0,114.22852,0,0,0,0,7.3717,15.5,129.6213787,2
43,404.034,178.357,9,20,0,0,0,128.2551,0,0,0,0,7.3717,35,146.0586676,2
44,422.465,192.593,10,22,0,0,0,142.28168,0,0,0,0,7.3717,40,160.8059016,2
45,448.07,210.036,11,24,0,0,0,156.30826,0,0,0,0,7.3717,45,174.178444,2
46,460.389,226.383,12,26,0,0,0,170.33484,0,0,0,0,7.3717,50,186.4108722,2
47,486.8138871,244.8,13,28,0,0,0,184.36142,0,0,0,0,7.3717,54,197.682413,2
48,505.4996352,261.3,14,30,0,0,0,198.388,0,0,0,0,7.3717,56,208.1330937,2
49,353.924,107.1224243,7,14,0,0,0,98.18606,0,0,0,0,0.3597,47,129.9469622,3
50,386.661,154.186,8,16,0,0,0,112.21264,0,0,0,0,0.3597,45,146.3490655,3
51,399.97,153.376,9,18,0,0,0,126.23922,0,0,0,0,0.3597,50,161.0679772,3
52,427.575,184.035,10,20,0,0,0,140.2658,0,0,0,0,0.3597,60.2,174.4172309,3
53,450.43,205.619,11,22,0,0,0,154.29238,0,0,0,0,0.3597,65,186.6301717,3
54,475.586975,222.7,12,24,0,0,0,168.31896,0,0,0,0,0.3597,71.3,197.8851657,3
55,495.1165103,239.2,13,26,0,0,0,182.34554,0,0,0,0,0.3597,75,208.3216215,3
56,293.21,105.675,5,10,0,0,0,70.1329,0,0,0,0,0.3597,20,106.2877537,3
57,326.988,123.009,6,12,0,0,0,84.15948,0,0,0,0,0.3597,23.8,125.4401033,3
58,358.34,137.814,7,14,0,0,0,98.18606,0,0,0,0,0.3597,47,142.335635,3
59,384.621,154.973,8,16,0,0,0,112.21264,0,0,0,0,0.3597,45,157.450587,3
60,417.41,171.126,9,18,0,0,0,126.23922,0,0,0,0,0.3597,50,171.1247364,3
61,440.341,177.452,10,20,0,0,0,140.2658,0,0,0,0,0.3597,60.2,183.6090197,3
62,462.223,202.725,11,22,0,0,0,154.29238,0,0,0,0,0.3597,65,195.0940361,3
63,477.696,220.004,12,24,0,0,0,168.31896,0,0,0,0,0.3597,71.3,205.727965,3
64,504.0412758,239.5,13,26,0,0,0,182.34554,0,0,0,0,0.3597,75,215.6282885,3
65,266.823,93.5385,4,8,0,0,0,56.10632,0,0,0,0,0.3597,20,100.9583458,3
66,303.101,107.475,5,10,0,0,0,70.1329,0,0,0,0,0.3597,20,120.7871707,3
67,336.597,123.526,6,12,0,0,0,84.15948,0,0,0,0,0.3597,23.8,138.2067771,3
68,366.765,139.991,7,14,0,0,0,98.18606,0,0,0,0,0.3597,47,153.7396923,3
69,394.418,156.072,8,16,0,0,0,112.21264,0,0,0,0,0.3597,45,167.7549596,3
70,420.003,172.261,9,18,0,0,0,126.23922,0,0,0,0,0.3597,50,180.5229246,3
71,443.713,188.494,10,20,0,0,0,140.2658,0,0,0,0,0.3597,60.2,192.2475671,3
72,465.82,204.743,11,22,0,0,0,154.29238,0,0,0,0,0.3597,65,203.0865897,3
73,486.514,221.02,12,24,0,0,0,168.31896,0,0,0,0,0.3597,71.3,213.1644378,3
74,512.6517291,239.8,13,26,0,0,0,182.34554,0,0,0,0,0.3597,75,222.5810399,3
75,389.075,154.85,8,16,0,0,0,112.21264,0,0,0,0,0.3597,45,134.3166405,3
76,394.519,173.583,9,18,0,0,0,126.23922,0,0,0,0,0.3597,50,150.2533472,3
77,420.408,169.476,10,20,0,0,0,140.2658,0,0,0,0,0.3597,60.2,164.5964595,3
78,442.251,204.089,11,22,0,0,0,154.29238,0,0,0,0,0.3597,65,177.6359085,3
79,465.5378662,222.4,12,24,0,0,0,168.31896,0,0,0,0,0.3597,71.3,189.5890576,3
80,485.8536134,238.9,13,26,0,0,0,182.34554,0,0,0,0,0.3597,75,200.6230667,3
81,504.6101396,255.4,14,28,0,0,0,196.37212,0,0,0,0,0.3597,79.7,210.8692529,3
82,344.938,111.785,6,12,0,0,0,84.15948,0,1,0,1,0.0727,24.9,156.0823199,4
83,376.591,127.458,7,14,0,0,0,98.18606,0,1,0,1,0.0727,34.1,169.8813141,4
84,404.069,143.865,8,16,0,0,0,112.21264,0,1,0,1,0.0727,40,182.4695645,4
85,429.392,160.241,9,18,0,0,0,126.23922,0,1,0,1,0.0727,61.8,194.0425034,4
86,453.248,176.52,10,20,0,0,0,140.2658,0,1,0,1,0.0727,62,204.7517581,4
87,478.803,193.491,11,22,0,0,0,154.29238,0,1,0,1,0.0727,64.5,214.717337,4
88,497.082,209.366,12,24,0,0,0,168.31896,0,1,0,1,0.0727,78.5,224.0358526,4
89,383.433,118.387,7,14,0,0,0,98.18606,0,1,0,1,0.0727,24.9,178.7274213,4
90,404.915,141.738,8,16,0,0,0,112.21264,0,1,0,1,0.0727,34.1,190.5936797,4
91,429.851,158.39,9,18,0,0,0,126.23922,0,1,0,1,0.0727,40,201.5536119,4
92,454.089,174.73,10,20,0,0,0,140.2658,0,1,0,1,0.0727,61.8,211.7358954,4
93,476.603,191.533,11,22,0,0,0,154.29238,0,1,0,1,0.0727,62,221.2436108,4
94,497.987,207.63,12,24,0,0,0,168.31896,0,1,0,1,0.0727,64.5,230.1606108,4
95,383.73,105.785,7,8,0,0,0,92.13842,1,0,0,1,3.1967,2.6,202.7896927,5
96,409.312,121.822,8,10,0,0,0,106.165,1,0,0,1,3.1967,7.4,187.8846838,5
97,432.351,138.853,9,12,0,0,0,120.19158,1,0,0,1,3.1967,7.6,199.0454695,5
98,456.411,155.4,10,14,0,0,0,134.21816,1,0,0,1,3.1967,10,209.400878,5
99,475.99,171.823,11,16,0,0,0,148.24474,1,0,0,1,3.1967,9,219.059361,5
100,498.885,188.156,12,18,0,0,0,162.27132,1,0,0,1,3.1967,9,228.1088397,5
101,379.8569403,107.3,5,12,1,0,0,104.21378,0,0,0,0,3.1967,11.7,178.4211417,0
102,408.2197267,123.8,6,14,1,0,0,118.24036,0,0,0,0,3.1967,11.7,190.3117203,0
103,433.6318605,140.3,7,16,1,0,0,132.26694,0,0,0,0,3.1967,11.7,201.2923947,0
104,456.6498296,156.8,8,18,1,0,0,146.29352,0,0,0,0,3.1967,11.7,211.4925776,0
105,477.6861707,173.3,9,20,1,0,0,160.3201,0,0,0,0,3.1967,11.7,221.0158967,0
106,497.0552011,189.8,10,22,1,0,0,174.34668,0,0,0,0,3.1967,11.7,229.9466198,0
107,406.0734924,106.7,5,10,1,0,0,102.1979,0,1,0,1,3.1967,0,202.3379316,0
108,431.6983207,123.2,6,12,1,0,0,116.22448,0,1,0,1,3.1967,5,212.4666529,0
109,454.8906286,139.7,7,14,1,0,0,130.25106,0,1,0,1,3.1967,10,221.9276541,0
110,476.07247,156.2,8,16,1,0,0,144.27764,0,1,0,1,3.1967,14,230.8035535,0
111,495.564771,172.7,9,18,1,0,0,158.30422,0,1,0,1,3.1967,16,239.1625251,0
112,409.8262798,93.4,5,6,1,0,0,98.16614,1,0,1,1,3.1967,0,216.6351348,0
113,433.4367007,110.7,6,8,1,0,0,112.19272,1,0,1,1,3.1967,5,203.1668211,0
114,456.4722096,127.2,7,10,1,0,0,126.2193,1,0,1,1,3.1967,10,213.239232,0
115,477.5231978,143.7,8,12,1,0,0,140.24588,1,0,1,1,3.1967,14,222.651087,0
116,496.9046437,160.2,9,14,1,0,0,154.27246,1,0,1,1,3.1967,16,231.4837189,0
117,403.5470726,84.9,5,7,0,1,0,81.11578,0,1,0,1,3.1967,0,273.7942542,0
118,427.7422436,102.2,6,9,0,1,0,95.14236,0,1,0,1,3.1967,5,264.8900305,0
119,451.2951839,118.7,7,11,0,1,0,109.16894,0,1,0,1,3.1967,10,271.5225235,0
120,472.7773999,135.2,8,13,0,1,0,123.19552,0,1,0,1,3.1967,14,277.8620989,0
121,492.5237561,151.7,9,15,0,1,0,137.2221,0,1,0,1,3.1967,16,283.9335391,0
122,510.7939304,168.2,10,17,0,1,0,151.24868,0,1,0,1,3.1967,16.5,289.7586084,0
123,408.6062633,98,6,7,0,1,0,93.12648,1,0,0,1,3.1967,0,246.770922,0
124,432.3292343,115.3,7,9,0,1,0,107.15306,1,0,0,1,3.1967,5,235.9515033,0
125,455.4645176,131.8,8,11,0,1,0,121.17964,1,0,0,1,3.1967,10,244.0241821,0
126,476.5987881,148.3,9,13,0,1,0,135.20622,1,0,0,1,3.1967,14,251.6670131,0
127,496.0508011,164.8,10,15,0,1,0,149.2328,1,0,0,1,3.1967,16,258.9234677,0
128,455.3430112,155.8,10,18,0,0,0,138.24992,0,2,0,2,0.0727,40,218.8406605,4
129,527.1571211,200.2,14,24,0,0,0,192.34036,0,3,0,3,0.0727,40,260.6349568,4
